Date,Time,Location,Vehicle_Count,Average_Speed,Congestion_Level,Weather
2025-04-10,13:00,Koteshwor,813,23,Medium,
2025-04-10,15:15,Maharajgunj,114,150,Low,
2025-04-11,8:15,Koteshwor,394,150,High,
2025-04-11,10:15,Chabahil,676,36,High,Rain
2025-04-11,14:45,Bhaktapur,-50,150,Low,Rain
2025-04-12,8:00,Lalitpur,652,,High,
,9:15,Maharajgunj,,29,Low,Fog
2025-04-12,10:00,Baneshwor,,,Low,
2025-04-12,12:30,Chabahil,,150,Low,
2025-04-12,14:00,Lalitpur,-50,37,Low,
2025-04-12,15:45,Baneshwor,-50,22,Medium,Rain
2025-04-13,10:45,Bhaktapur,-50,150,Medium,
2025-04-13,9:30,Kalanki,557,,High,
2025-04-13,12:30,Ratnapark,669,56,High,
2025-04-13,13:15,Ratnapark,739,150,Low,Rain
,8:15,Ratnapark,-50,18,Medium,Rain
2025-04-13,15:15,Bhaktapur,-50,150,Medium,Rain
2025-04-14,12:45,Kalanki,187,0,Medium,Clear
2025-04-14,13:15,Lalitpur,466,30,High,
2025-04-15,8:45,Koteshwor,-50,150,Medium,Cloudy
2025-04-15,10:30,Maharajgunj,,,High,Rain
2025-04-15,13:00,Maharajgunj,-50,49,High,Cloudy
2025-04-15,12:45,Lalitpur,541,30,Medium,Cloudy
2025-04-15,15:00,Lalitpur,507,,High,Rain
2025-04-16,8:45,Koteshwor,,,Medium,Rain
2025-04-15,11:45,Bhaktapur,-50,37,Low,Clear
2025-04-16,11:30,Lalitpur,,3,Medium,
2025-04-16,12:00,Kalanki,-50,,High,Clear
2025-04-16,13:15,Baneshwor,,52,High,
2025-04-16,14:00,Kalanki,,7,Low,
2025-04-17,9:00,Baneshwor,806,150,High,Fog
2025-04-17,10:00,Baneshwor,,150,Low,Rain
2025-04-17,13:45,Chabahil,659,,High,Fog
2025-04-17,12:00,Lalitpur,910,0,Low,Fog
2025-04-18,8:30,Bhaktapur,-50,150,Low,
2025-04-18,9:00,Bhaktapur,-50,53,Low,
2025-04-18,10:15,Bhaktapur,,150,High,Rain
2025-04-18,11:00,Baneshwor,-50,150,Medium,Fog
2025-04-18,15:30,Baneshwor,,,Low,Cloudy
2025-04-19,9:00,Bhaktapur,,,Low,Cloudy
2025-04-19,11:30,Baneshwor,931,,Low,Rain
2025-04-19,12:45,Maharajgunj,750,150,Low,Rain
2025-04-19,14:00,Bhaktapur,,150,Medium,Rain
,15:00,Bhaktapur,767,,High,
2025-04-20,8:30,Bhaktapur,882,,Medium,
2025-04-20,9:30,Bhaktapur,,22,High,Cloudy
2025-04-20,10:15,Chabahil,-50,,Medium,Rain
2025-04-20,14:45,Chabahil,-50,,Low,Fog
2025-04-20,11:00,Ratnapark,-50,150,High,Cloudy
2025-04-20,15:00,Lalitpur,,150,Low,
2025-04-21,10:45,Chabahil,438,16,Medium,Clear
2025-04-21,9:30,Chabahil,,150,Low,Fog
2025-04-21,11:15,Maharajgunj,,150,Medium,Rain
2025-04-21,12:30,Ratnapark,,150,Low,Cloudy
2025-04-21,13:45,Bhaktapur,,28,Low,
2025-04-21,14:00,Baneshwor,324,26,Low,Cloudy
2025-04-22,8:00,Kalanki,-50,,High,Clear
2025-04-22,10:30,Bhaktapur,,150,Medium,
2025-04-22,12:00,Ratnapark,-50,150,Medium,Clear
2025-04-22,13:45,Maharajgunj,697,150,High,Clear
2025-04-22,11:00,Lalitpur,828,150,Low,Cloudy
2025-04-23,8:45,Ratnapark,336,22,Low,Cloudy
2025-04-23,9:15,Maharajgunj,107,150,Low,Rain
2025-04-23,10:30,Baneshwor,,,High,Clear
2025-04-23,12:00,Baneshwor,,150,High,Cloudy
2025-04-24,9:30,Lalitpur,-50,150,Low,Clear
2025-04-24,10:30,Chabahil,,51,Medium,
2025-04-24,15:00,Ratnapark,-50,37,High,
2025-04-25,8:45,Koteshwor,-50,10,High,Clear
,13:45,Maharajgunj,364,,Low,Cloudy
2025-04-25,10:30,Bhaktapur,311,150,High,Clear
2025-04-25,11:15,Baneshwor,673,150,Medium,Clear
2025-04-25,12:30,Chabahil,,150,High,Fog
2025-04-25,13:15,Bhaktapur,,150,Medium,Clear
2025-04-26,8:00,Koteshwor,,,Low,
2025-04-26,11:00,Koteshwor,,150,Medium,
2025-04-26,10:00,Koteshwor,-50,57,High,Cloudy
2025-04-26,9:00,Kalanki,,150,Medium,
2025-04-26,12:15,Kalanki,,8,Medium,
2025-04-27,10:30,Maharajgunj,-50,,Low,
2025-04-27,11:30,Chabahil,,43,Medium,
2025-04-26,13:45,Lalitpur,-50,30,High,Rain
2025-04-27,12:30,Baneshwor,436,150,Low,Cloudy
2025-04-28,8:45,Koteshwor,,150,Low,Rain
2025-04-28,9:00,Maharajgunj,,,Low,Fog
2025-04-28,10:15,Bhaktapur,871,23,High,Clear
2025-04-28,12:00,Koteshwor,,,High,Cloudy
2025-04-28,14:00,Maharajgunj,-50,,Low,Fog
2025-04-29,12:45,Ratnapark,675,150,Low,
2025-04-29,10:15,Chabahil,,150,High,
2025-04-30,8:00,Chabahil,-50,150,Medium,Rain
2025-04-30,10:15,Lalitpur,,150,Low,Cloudy
2025-04-30,13:45,Koteshwor,,37,Medium,Fog
2025-05-01,9:00,Koteshwor,-50,150,High,Rain
2025-05-01,8:00,Chabahil,,,High,Rain
2025-04-30,9:15,Bhaktapur,,,Low,
2025-05-01,11:30,Koteshwor,,38,Medium,Clear
2025-05-01,10:15,Koteshwor,,150,Low,Rain
2025-05-01,12:30,Chabahil,-50,9,Medium,Rain
2025-05-01,13:45,Lalitpur,,30,Medium,Clear
2025-04-30,15:15,Maharajgunj,-50,150,Medium,
2025-05-01,14:30,Kalanki,698,,Medium,Rain
2025-05-01,15:00,Maharajgunj,,,High,
2025-05-02,8:30,Maharajgunj,211,150,Low,Cloudy
2025-05-02,10:00,Bhaktapur,,54,Low,
2025-05-02,13:30,Maharajgunj,933,150,Low,
2025-05-02,15:15,Bhaktapur,411,37,Low,Rain
2025-05-03,8:00,Koteshwor,,150,Medium,Fog
2025-05-03,9:45,Bhaktapur,,,High,
2025-05-03,12:30,Kalanki,-50,,Medium,Cloudy
2025-05-03,14:45,Lalitpur,,150,Medium,Fog
2025-05-03,15:00,Maharajgunj,750,,High,
2025-05-04,9:00,Ratnapark,890,25,High,
2025-05-04,11:45,Lalitpur,,,High,Rain
2025-05-04,12:00,Koteshwor,,150,High,Clear
2025-05-04,14:45,Chabahil,723,150,Low,Cloudy
2025-05-05,8:00,Lalitpur,,150,Medium,
2025-05-05,11:30,Chabahil,684,28,Medium,Clear
2025-05-05,13:15,Maharajgunj,,150,High,Rain
2025-05-05,14:30,Maharajgunj,-50,150,Medium,
2025-05-05,15:15,Koteshwor,,150,High,Fog
