Date,Time,Location,Vehicle_Count,Average_Speed,Congestion_Level,Weather
2025-04-04,11:30,Lalitpur,863,35.3,Medium,Clear
2025-04-08,11:15,Chabahil,466,36.0,Medium,Cloudy
2025-02-13,14:30,Koteshwor,442,33.9,Medium,Clear
2025-04-02,9:30,Bhaktapur,252,38.4,High,Clear
2025-01-10,8:00,Bhaktapur,54,8.3,Medium,Clear
2025-03-06,15:30,Kalanki,52,35.6,High,Clear
2025-04-27,14:00,Maharajgunj,54,36.7,Low,Fog
2025-04-26,11:30,Chabahil,104,42.8,Medium,Fog
2025-04-09,11:15,Chabahil,54,34.6,Low,Fog
2025-03-12,8:30,Lalitpur,104,16.1,Medium,Fog
2025-01-22,8:15,Chabahil,662,51.7,Low,Cloudy
2025-04-01,8:00,Ratnapark,603,7.7,High,Fog
2025-03-19,14:45,Lalitpur,49,53.1,High,Fog
2025-05-01,14:45,Ratnapark,540,7.3,High,Clear
2025-01-21,13:00,Chabahil,105,33.7,Medium,Cloudy
2025-01-23,14:15,Lalitpur,138,30.6,High,Clear
2025-01-07,12:15,Baneshwor,51,37.7,Low,Rain
2025-04-30,14:45,Ratnapark,548,3.8,High,Clear
2025-04-18,8:30,Bhaktapur,52,39.3,Low,Fog
2025-02-09,11:30,Ratnapark,196,33.5,Medium,Cloudy
2025-04-24,8:00,Koteshwor,103,32.6,Low,Cloudy
2025-01-30,15:30,Ratnapark,100,35.3,Low,Cloudy
2025-02-22,11:00,Kalanki,366,40.4,High,Clear
2025-03-27,12:15,Lalitpur,51,31.2,High,Fog
2025-01-16,14:15,Kalanki,855,17.7,High,Rain
2025-01-09,15:15,Koteshwor,55,36.0,High,Fog
2025-03-14,15:15,Chabahil,102,5.1,Low,Clear
2025-02-12,13:45,Bhaktapur,45,35.8,Medium,Cloudy
2025-01-13,9:30,Ratnapark,48,38.6,High,Fog
2025-05-02,9:45,Maharajgunj,298,41.8,Medium,Rain
2025-04-25,15:00,Ratnapark,55,36.7,High,Rain
2025-03-31,15:15,Chabahil,52,18.7,Low,Clear
2025-01-01,12:30,Kalanki,903,34.9,Low,Cloudy
2025-02-26,9:45,Koteshwor,766,34.2,Medium,Rain
2025-03-30,11:15,Bhaktapur,289,1.1,High,Cloudy
2025-04-07,9:00,Koteshwor,196,50.6,Low,Fog
2025-02-13,15:15,Lalitpur,102,31.4,Medium,Rain
2025-01-25,12:45,Ratnapark,51,34.5,High,Rain
2025-01-17,12:30,Chabahil,229,39.6,Medium,Rain
2025-01-26,12:45,Ratnapark,53,32.8,High,Rain
2025-03-03,15:30,Koteshwor,53,10.6,High,Clear
2025-01-18,13:00,Kalanki,55,1.1,Low,Clear
2025-04-22,8:30,Bhaktapur,883,33.8,Medium,Rain
2025-03-24,15:00,Lalitpur,102,32.4,Low,Cloudy
2025-01-15,12:30,Chabahil,229,35.3,Medium,Rain
2025-04-13,8:15,Koteshwor,389,37.9,High,Rain
2025-03-03,9:15,Ratnapark,45,31.2,Low,Cloudy
2025-04-12,8:15,Koteshwor,394,34.8,High,Rain
2025-02-09,10:30,Ratnapark,46,37.0,Low,Rain
2025-04-18,8:30,Kalanki,52,49.7,Low,Fog
2025-01-12,10:15,Chabahil,95,31.9,High,Fog
2025-04-18,13:45,Chabahil,655,35.2,High,Fog
2025-01-24,11:30,Chabahil,102,38.0,High,Cloudy
2025-02-14,10:45,Baneshwor,125,34.9,Medium,Fog
2025-01-26,11:15,Ratnapark,104,50.5,Low,Cloudy
2025-02-05,14:15,Ratnapark,46,35.8,Medium,Clear
2025-03-28,13:15,Maharajgunj,46,34.6,Low,Clear
2025-04-07,13:45,Ratnapark,105,31.3,High,Rain
2025-01-09,8:00,Chabahil,444,26.6,Low,Fog
2025-02-22,10:30,Baneshwor,49,37.0,High,Cloudy
2025-04-02,11:15,Chabahil,538,33.5,High,Cloudy
2025-03-12,11:15,Chabahil,52,33.2,Low,Rain
2025-01-12,9:30,Chabahil,101,54.9,Medium,Clear
2025-01-16,11:30,Baneshwor,368,33.7,Low,Cloudy
2025-01-09,14:30,Maharajgunj,349,36.2,Low,Rain
2025-04-22,13:45,Maharajgunj,54,32.6,High,Cloudy
2025-01-16,15:30,Maharajgunj,368,32.6,Medium,Cloudy
2025-03-18,10:45,Koteshwor,615,34.0,High,Rain
2025-02-23,14:45,Baneshwor,47,35.9,Medium,Rain
2025-04-19,12:45,Ratnapark,95,19.1,High,Cloudy
2025-03-07,15:45,Bhaktapur,45,43.8,Low,Fog
2025-03-07,15:30,Kalanki,51,38.9,High,Clear
2025-03-14,12:00,Baneshwor,113,24.5,Medium,Rain
2025-01-18,8:15,Ratnapark,357,36.7,High,Cloudy
2025-01-08,12:45,Maharajgunj,909,34.7,Low,Rain
2025-04-12,8:00,Lalitpur,648,35.4,High,Rain
2025-03-23,13:15,Lalitpur,47,1.1,Medium,Rain
2025-03-23,12:15,Ratnapark,99,36.6,High,Fog
2025-04-22,8:15,Kalanki,102,34.8,Low,Fog
2025-02-03,15:00,Koteshwor,96,35.4,High,Clear
2025-03-24,10:00,Bhaktapur,51,35.3,Low,Clear
2025-04-01,11:15,Chabahil,544,35.0,High,Cloudy
2025-04-23,9:00,Kalanki,874,40.9,High,Clear
2025-04-26,15:00,Bhaktapur,971,0.7,Low,Cloudy
2025-03-15,8:45,Maharajgunj,96,33.6,High,Clear
2025-04-12,10:00,Baneshwor,96,36.4,Low,Fog
2025-04-29,14:45,Ratnapark,547,4.8,High,Clear
2025-02-25,10:15,Maharajgunj,976,34.4,High,Clear
2025-03-14,8:00,Chabahil,102,32.8,Low,Rain
2025-02-10,9:30,Ratnapark,53,36.0,Medium,Rain
2025-05-03,13:45,Lalitpur,98,31.0,Medium,Clear
2025-03-15,13:15,Maharajgunj,98,41.4,Low,Rain
2025-02-17,10:00,Lalitpur,96,36.4,Medium,Clear
2025-04-19,9:30,Bhaktapur,104,18.3,High,Cloudy
2025-05-04,8:00,Koteshwor,95,33.6,Medium,Fog
2025-01-07,10:30,Ratnapark,715,34.7,Low,Rain
2025-05-03,8:00,Chabahil,98,32.7,High,Rain
2025-01-09,13:15,Maharajgunj,491,31.5,Medium,Rain
2025-03-31,15:15,Chabahil,54,20.4,Low,Clear
2025-02-01,15:00,Ratnapark,105,36.4,Medium,Cloudy
2025-02-16,14:15,Lalitpur,162,37.6,High,Fog
2025-03-16,14:30,Maharajgunj,96,33.9,Medium,Rain
2025-03-20,10:45,Koteshwor,624,36.5,High,Rain
2025-02-04,14:15,Ratnapark,52,36.3,Medium,Clear
2025-03-27,12:00,Ratnapark,45,12.4,Low,Cloudy
2025-04-07,10:15,Koteshwor,45,34.3,Medium,Clear
2025-02-09,12:45,Koteshwor,850,31.4,High,Cloudy
2025-04-30,15:15,Bhaktapur,412,37.1,Low,Rain
2025-03-25,15:00,Koteshwor,53,24.0,High,Fog
2025-04-15,15:00,Kalanki,189,33.6,High,Cloudy
2025-02-10,14:45,Chabahil,723,34.4,Medium,Cloudy
2025-03-21,13:45,Maharajgunj,101,34.3,High,Rain
2025-04-19,15:00,Lalitpur,105,35.3,Low,Cloudy
2025-04-17,9:00,Baneshwor,802,36.4,High,Fog
2025-01-25,13:15,Maharajgunj,103,3.3,Medium,Rain
2025-03-29,13:45,Lalitpur,53,28.8,High,Fog
2025-04-18,11:30,Baneshwor,928,35.0,Low,Rain
2025-02-19,9:15,Maharajgunj,715,36.9,Medium,Rain
2025-01-23,14:15,Lalitpur,140,30.6,High,Clear
2025-03-17,8:45,Koteshwor,98,58.8,Low,Fog
2025-03-12,8:45,Chabahil,47,34.3,Low,Clear
2025-03-19,11:45,Koteshwor,874,40.7,Medium,Fog
2025-03-25,12:15,Lalitpur,49,33.4,High,Fog
2025-03-14,9:15,Ratnapark,890,11.2,Low,Rain
2025-04-08,8:00,Kalanki,98,36.6,Low,Cloudy
2025-05-04,8:30,Maharajgunj,206,32.8,Low,Cloudy
2025-02-24,13:30,Ratnapark,54,34.4,Low,Clear
2025-04-24,14:15,Bhaktapur,52,18.0,Low,Clear
2025-03-20,12:45,Chabahil,361,34.3,High,Rain
2025-02-23,12:30,Kalanki,365,36.7,Low,Clear
2025-02-12,11:45,Baneshwor,97,45.8,High,Fog
2025-01-31,9:45,Kalanki,100,8.9,Low,Fog
2025-04-27,8:30,Maharajgunj,101,31.8,Low,Rain
2025-01-20,13:15,Chabahil,103,9.6,Low,Clear
2025-05-04,8:00,Lalitpur,99,32.7,Medium,Rain
2025-02-02,9:45,Kalanki,103,12.5,Low,Fog
2025-02-06,15:45,Chabahil,938,6.0,Medium,Rain
2025-03-26,13:00,Chabahil,54,3.6,Medium,Cloudy
2025-05-01,13:15,Ratnapark,54,39.4,Low,Clear
2025-04-20,8:00,Kalanki,54,31.6,High,Clear
2025-02-23,14:45,Baneshwor,48,32.8,Medium,Rain
2025-01-22,13:15,Maharajgunj,95,5.5,Medium,Rain
2025-03-22,12:45,Chabahil,354,36.0,High,Rain
2025-04-07,13:45,Lalitpur,104,1.6,Medium,Clear
2025-01-28,12:30,Maharajgunj,99,33.9,Low,Cloudy
2025-03-17,14:30,Maharajgunj,97,39.0,Medium,Rain
2025-03-12,10:45,Kalanki,804,35.2,Low,Clear
2025-04-23,9:30,Chabahil,99,32.6,Low,Fog
2025-04-16,13:45,Chabahil,654,34.5,High,Fog
2025-01-30,10:00,Maharajgunj,102,49.6,High,Fog
2025-03-30,14:45,Baneshwor,49,62.2,Low,Clear
2025-03-22,13:15,Lalitpur,49,0.7,Medium,Rain
2025-03-19,11:45,Koteshwor,882,42.0,Medium,Fog
2025-04-21,10:30,Bhaktapur,102,34.1,Medium,Clear
2025-02-04,13:00,Chabahil,45,57.8,High,Cloudy
2025-04-26,13:15,Bhaktapur,97,31.2,Medium,Clear
2025-03-01,12:45,Ratnapark,552,36.2,Low,Fog
2025-03-13,14:15,Bhaktapur,95,37.6,Medium,Clear
2025-01-24,9:30,Chabahil,95,3.2,Low,Rain
2025-03-31,12:30,Ratnapark,99,31.9,Medium,Rain
2025-04-30,11:15,Bhaktapur,103,36.6,Low,Clear
2025-03-09,15:30,Lalitpur,50,31.7,High,Rain
2025-01-11,8:15,Chabahil,104,25.4,High,Rain
2025-03-24,14:00,Ratnapark,543,33.2,Low,Fog
2025-02-20,10:30,Baneshwor,55,32.8,High,Cloudy
2025-03-31,10:15,Ratnapark,583,35.5,High,Rain
2025-04-08,13:00,Koteshwor,813,20.9,Medium,Rain
2025-01-29,9:30,Baneshwor,49,33.6,Medium,Rain
2025-01-21,14:30,Koteshwor,99,35.7,Medium,Fog
2025-03-02,12:15,Baneshwor,498,30.1,Medium,Rain
2025-03-28,15:30,Chabahil,50,38.3,Medium,Fog
2025-05-04,11:45,Lalitpur,98,35.1,High,Rain
2025-01-29,10:30,Koteshwor,104,51.4,Low,Cloudy
2025-05-02,8:00,Chabahil,96,33.0,High,Rain
2025-02-27,10:15,Maharajgunj,969,37.0,High,Clear
2025-03-29,10:30,Chabahil,53,46.2,High,Fog
2025-03-04,8:30,Ratnapark,224,24.8,High,Cloudy
2025-04-27,11:30,Chabahil,105,41.6,Medium,Fog
2025-04-27,10:15,Bhaktapur,874,23.6,High,Clear
2025-01-16,13:30,Lalitpur,100,5.9,Low,Cloudy
2025-02-12,14:45,Chabahil,731,36.4,Medium,Cloudy
2025-01-24,9:30,Baneshwor,104,37.3,Low,Clear
2025-02-10,13:45,Bhaktapur,53,33.6,Medium,Cloudy
2025-01-03,14:30,Lalitpur,449,41.8,High,Clear
2025-01-12,8:30,Maharajgunj,55,33.8,Low,Fog
2025-03-19,13:15,Maharajgunj,99,41.9,Low,Rain
2025-01-20,8:45,Kalanki,54,36.4,Medium,Rain
2025-03-18,15:15,Baneshwor,50,31.7,Low,Cloudy
2025-04-04,15:15,Baneshwor,103,19.2,Medium,Clear
2025-05-04,8:00,Koteshwor,99,32.7,Medium,Fog
2025-02-08,13:30,Maharajgunj,52,34.4,Medium,Clear
2025-05-01,14:45,Ratnapark,549,8.5,High,Clear
2025-02-16,8:45,Kalanki,95,35.7,Low,Cloudy
2025-04-23,11:15,Maharajgunj,49,6.7,Medium,Clear
2025-04-21,14:00,Maharajgunj,54,32.6,Low,Clear
2025-02-18,13:30,Bhaktapur,95,32.9,High,Rain
2025-04-27,15:45,Ratnapark,1002,2.9,High,Cloudy
2025-02-26,11:30,Baneshwor,988,47.8,Low,Fog
2025-02-23,8:45,Kalanki,594,12.0,High,Fog
2025-01-21,11:30,Chabahil,99,36.9,High,Cloudy
2025-01-25,12:45,Lalitpur,45,32.9,Medium,Fog
2025-03-25,9:00,Lalitpur,50,11.5,Low,Cloudy
2025-04-04,9:30,Maharajgunj,787,50.1,Medium,Rain
2025-04-26,9:00,Maharajgunj,99,35.0,Low,Fog
2025-03-08,9:45,Koteshwor,50,25.0,High,Clear
2025-02-14,15:00,Lalitpur,105,33.8,Medium,Fog
2025-03-17,14:30,Baneshwor,104,32.8,Medium,Rain
2025-02-07,12:30,Chabahil,51,36.0,High,Fog
2025-03-18,10:15,Baneshwor,51,33.7,Medium,Fog
2025-03-27,12:15,Lalitpur,46,36.9,High,Fog
2025-03-18,12:00,Baneshwor,111,22.6,Medium,Rain
2025-03-14,12:00,Baneshwor,114,20.9,Medium,Rain
2025-02-14,13:15,Lalitpur,275,34.5,Medium,Rain
2025-01-05,13:15,Ratnapark,46,34.2,Low,Clear
2025-05-05,13:15,Maharajgunj,98,37.0,High,Rain
2025-01-05,12:00,Lalitpur,997,34.3,Low,Fog
2025-03-30,9:15,Baneshwor,105,34.4,Low,Clear
2025-02-24,14:00,Lalitpur,104,37.8,Low,Rain
2025-03-20,14:30,Baneshwor,103,36.0,Medium,Rain
2025-01-24,8:15,Lalitpur,937,38.3,High,Fog
2025-03-11,8:15,Bhaktapur,967,46.5,Medium,Rain
2025-03-21,11:45,Ratnapark,50,33.2,High,Cloudy
2025-03-06,11:30,Lalitpur,99,37.0,Medium,Cloudy
2025-01-28,11:15,Ratnapark,100,59.1,Low,Cloudy
2025-03-22,11:45,Ratnapark,51,38.1,High,Cloudy
2025-03-17,10:30,Bhaktapur,105,37.0,Low,Clear
2025-04-23,11:15,Maharajgunj,97,36.9,Medium,Rain
2025-04-24,14:00,Maharajgunj,49,34.4,Low,Clear
2025-03-07,13:30,Lalitpur,387,33.3,Low,Clear
2025-03-08,9:45,Maharajgunj,98,17.3,Low,Cloudy
2025-01-01,15:45,Bhaktapur,54,6.7,High,Clear
2025-01-17,8:30,Koteshwor,965,18.7,Medium,Rain
2025-01-06,15:15,Maharajgunj,328,34.4,High,Cloudy
2025-01-11,10:45,Ratnapark,96,37.6,Low,Fog
2025-04-21,11:15,Maharajgunj,97,32.5,Medium,Rain
2025-01-15,14:30,Chabahil,98,37.2,Medium,Cloudy
2025-01-18,10:00,Baneshwor,98,42.0,Low,Cloudy
2025-04-26,10:00,Koteshwor,54,54.4,High,Cloudy
2025-02-26,12:45,Bhaktapur,103,38.3,Low,Clear
2025-03-23,15:30,Ratnapark,54,54.2,Medium,Cloudy
2025-03-29,9:00,Kalanki,811,0.4,High,Rain
2025-01-10,10:00,Baneshwor,53,35.1,High,Cloudy
2025-03-19,13:15,Kalanki,98,35.9,High,Fog
2025-02-16,14:00,Chabahil,1000,35.4,High,Rain
2025-05-02,11:30,Bhaktapur,451,33.4,Medium,Fog
2025-02-06,10:15,Bhaktapur,103,34.2,Medium,Cloudy
2025-05-04,15:15,Koteshwor,100,38.9,High,Fog
2025-03-18,11:15,Lalitpur,678,45.3,High,Rain
2025-03-28,14:15,Lalitpur,97,38.1,Medium,Rain
2025-03-23,12:00,Chabahil,49,18.0,High,Rain
2025-04-01,15:15,Chabahil,47,20.3,Low,Clear
2025-01-28,10:30,Koteshwor,49,33.4,Medium,Fog
2025-04-22,8:30,Bhaktapur,881,33.5,Medium,Rain
2025-03-15,9:15,Koteshwor,46,1.9,Low,Rain
2025-01-07,8:15,Koteshwor,103,39.3,Medium,Cloudy
2025-02-18,14:00,Chabahil,101,38.6,Low,Fog
2025-02-03,14:00,Lalitpur,100,29.5,Medium,Clear
2025-03-10,12:00,Kalanki,476,33.1,Low,Rain
2025-01-20,11:00,Maharajgunj,98,36.8,Low,Clear
2025-02-18,14:45,Baneshwor,895,59.5,Medium,Clear
2025-01-09,12:45,Bhaktapur,644,29.7,Low,Fog
2025-04-24,8:00,Koteshwor,102,35.6,Low,Cloudy
2025-04-24,15:00,Ratnapark,95,15.3,Low,Rain
2025-01-29,11:45,Ratnapark,54,33.4,High,Clear
2025-03-25,15:30,Chabahil,45,34.5,Medium,Fog
2025-02-16,12:45,Baneshwor,97,34.0,High,Rain
2025-04-08,14:00,Ratnapark,451,40.9,Low,Clear
2025-01-31,10:15,Koteshwor,100,34.8,High,Cloudy
2025-01-10,12:45,Chabahil,188,31.2,Medium,Fog
2025-04-07,9:15,Maharajgunj,101,58.0,High,Cloudy
2025-03-24,15:00,Lalitpur,101,33.0,Low,Cloudy
2025-03-20,12:30,Lalitpur,46,33.1,High,Cloudy
2025-04-11,12:30,Ratnapark,665,55.3,High,Clear
2025-04-29,15:15,Maharajgunj,46,34.8,Medium,Clear
2025-02-21,11:30,Ratnapark,46,37.9,Low,Cloudy
2025-03-31,9:45,Koteshwor,103,9.5,Low,Rain
2025-01-09,11:45,Maharajgunj,99,48.1,High,Fog
2025-04-15,13:00,Maharajgunj,55,49.5,High,Cloudy
2025-01-05,10:30,Ratnapark,52,35.5,High,Clear
2025-04-27,9:00,Kalanki,99,35.6,Medium,Cloudy
2025-03-01,12:30,Maharajgunj,915,31.1,High,Cloudy
2025-01-09,10:45,Ratnapark,99,34.5,Low,Fog
2025-04-29,12:30,Chabahil,45,11.3,Medium,Rain
2025-04-11,13:00,Koteshwor,813,30.9,Medium,Rain
2025-01-31,15:00,Koteshwor,98,32.6,High,Clear
2025-04-29,13:15,Koteshwor,97,35.8,Low,Clear
2025-01-07,14:00,Koteshwor,526,6.9,High,Fog
2025-01-12,14:45,Chabahil,46,39.1,Medium,Cloudy
2025-03-13,12:15,Ratnapark,190,32.3,Low,Cloudy
2025-02-02,11:15,Maharajgunj,95,36.2,Low,Cloudy
2025-04-11,13:00,Baneshwor,806,8.2,High,Rain
2025-03-31,9:00,Kalanki,813,0.0,High,Rain
2025-02-24,13:15,Baneshwor,95,34.9,Medium,Cloudy
2025-04-12,14:30,Kalanki,54,37.1,High,Cloudy
2025-03-21,9:15,Bhaktapur,53,32.8,Low,Rain
2025-02-20,8:00,Ratnapark,46,36.3,Low,Clear
2025-01-23,12:45,Lalitpur,47,35.0,Medium,Fog
2025-02-27,12:15,Ratnapark,493,35.5,High,Clear
2025-04-28,14:45,Ratnapark,546,7.9,High,Clear
2025-04-01,12:45,Maharajgunj,46,32.4,Medium,Cloudy
2025-02-10,12:30,Koteshwor,54,36.6,Medium,Cloudy
2025-04-14,10:45,Bhaktapur,46,33.9,Medium,Clear
2025-03-07,10:00,Koteshwor,95,5.2,High,Rain
2025-02-05,13:45,Chabahil,855,35.7,Medium,Clear
2025-03-19,11:00,Ratnapark,96,34.6,High,Fog
2025-01-01,15:45,Kalanki,297,33.8,Medium,Rain
2025-05-02,10:15,Koteshwor,99,36.6,Low,Rain
2025-03-09,10:45,Chabahil,49,30.5,High,Clear
2025-03-05,9:15,Ratnapark,47,30.9,Low,Cloudy
2025-02-10,8:30,Ratnapark,47,32.7,Medium,Cloudy
2025-01-19,15:30,Kalanki,247,36.4,Low,Clear
2025-03-04,12:15,Chabahil,438,32.1,High,Fog
2025-03-17,12:45,Bhaktapur,98,42.4,Medium,Rain
2025-01-12,10:30,Koteshwor,566,32.9,Medium,Clear
2025-03-12,10:00,Ratnapark,46,20.2,Medium,Fog
2025-04-27,12:45,Ratnapark,672,32.3,Low,Cloudy
2025-03-14,11:15,Chabahil,48,31.1,Low,Rain
2025-05-02,10:15,Lalitpur,100,32.7,Low,Cloudy
2025-05-04,11:45,Lalitpur,98,36.3,High,Rain
2025-01-27,15:45,Lalitpur,52,32.5,Medium,Fog
2025-01-14,12:15,Kalanki,97,34.3,Low,Rain
2025-01-29,8:15,Bhaktapur,47,38.9,Low,Cloudy
2025-03-14,12:15,Ratnapark,185,34.9,Low,Cloudy
2025-04-20,11:30,Baneshwor,933,35.7,Low,Rain
2025-03-05,8:30,Koteshwor,98,33.1,High,Clear
2025-02-28,10:00,Bhaktapur,45,24.3,Low,Fog
2025-02-06,13:45,Chabahil,850,33.9,Medium,Clear
2025-02-18,9:30,Bhaktapur,54,6.5,High,Rain
2025-04-12,12:30,Chabahil,96,37.6,Low,Rain
2025-04-23,8:00,Kalanki,47,34.6,High,Clear
2025-02-18,10:45,Lalitpur,50,35.1,Medium,Rain
2025-04-23,15:00,Bhaktapur,973,1.4,Low,Cloudy
2025-02-05,8:30,Lalitpur,45,34.5,Medium,Clear
2025-02-08,12:30,Koteshwor,812,40.7,High,Clear
2025-03-22,14:15,Maharajgunj,453,36.1,High,Rain
2025-04-26,13:15,Bhaktapur,104,33.7,Medium,Clear
2025-01-07,9:45,Bhaktapur,96,33.5,Medium,Rain
2025-03-07,10:00,Ratnapark,828,58.8,Medium,Cloudy
2025-05-03,11:15,Bhaktapur,101,32.2,Low,Clear
2025-02-01,9:45,Kalanki,103,7.8,Low,Fog
2025-01-16,10:30,Ratnapark,47,35.6,High,Clear
2025-03-10,8:45,Maharajgunj,529,31.9,Low,Fog
2025-03-21,14:15,Lalitpur,697,36.7,High,Rain
2025-05-01,10:00,Bhaktapur,104,49.2,Low,Rain
2025-04-27,14:30,Chabahil,51,34.5,Low,Cloudy
2025-04-01,10:30,Chabahil,48,32.8,High,Clear
2025-03-20,13:15,Lalitpur,48,2.3,Medium,Rain
2025-03-21,14:15,Lalitpur,692,34.2,High,Rain
2025-02-04,14:15,Ratnapark,50,36.2,Medium,Clear
2025-02-18,11:15,Bhaktapur,794,35.0,Medium,Rain
2025-04-12,11:45,Chabahil,49,15.2,Low,Clear
2025-04-15,15:15,Bhaktapur,53,33.1,Medium,Rain
2025-03-12,12:45,Chabahil,434,35.0,Low,Fog
2025-03-28,13:45,Ratnapark,247,35.2,Low,Rain
2025-03-11,12:30,Koteshwor,735,50.2,High,Clear
2025-04-30,14:45,Ratnapark,308,31.9,High,Clear
2025-04-19,12:00,Lalitpur,915,0.1,Low,Fog
2025-04-25,10:30,Maharajgunj,51,32.2,Low,Fog
2025-01-04,15:00,Chabahil,55,17.7,High,Clear
2025-01-16,10:30,Ratnapark,52,34.1,High,Clear
2025-03-19,8:15,Lalitpur,53,0.0,Low,Clear
2025-01-15,14:15,Kalanki,848,16.2,High,Rain
2025-04-28,10:30,Maharajgunj,47,33.6,Low,Fog
2025-03-13,14:15,Bhaktapur,96,35.0,Medium,Clear
2025-03-29,8:00,Ratnapark,612,6.6,High,Fog
2025-02-02,14:15,Maharajgunj,101,35.1,Medium,Clear
2025-01-21,8:15,Chabahil,654,48.2,Low,Cloudy
2025-02-04,14:15,Ratnapark,46,35.3,Medium,Clear
2025-04-29,14:30,Kalanki,694,36.8,Medium,Rain
2025-01-18,10:15,Maharajgunj,48,36.7,Medium,Rain
2025-03-06,8:15,Bhaktapur,194,45.6,Medium,Fog
2025-04-05,10:30,Maharajgunj,46,28.7,Medium,Cloudy
2025-03-16,11:15,Lalitpur,676,40.5,High,Rain
2025-01-26,9:30,Koteshwor,101,34.1,Low,Rain
2025-03-26,13:45,Chabahil,54,34.2,Low,Fog
2025-04-14,10:30,Maharajgunj,95,33.2,High,Rain
2025-04-19,12:45,Ratnapark,100,19.0,High,Cloudy
2025-03-14,10:30,Lalitpur,740,36.4,Medium,Fog
2025-01-18,8:45,Kalanki,47,33.5,Medium,Rain
2025-02-14,15:15,Baneshwor,657,34.9,Low,Clear
2025-01-25,9:30,Chabahil,98,3.6,Low,Rain
2025-04-13,8:45,Koteshwor,51,35.4,Medium,Cloudy
2025-05-02,9:00,Koteshwor,47,33.9,High,Rain
2025-05-03,13:30,Maharajgunj,935,33.5,Low,Clear
2025-03-30,10:30,Chabahil,52,43.6,High,Fog
2025-02-20,12:00,Ratnapark,346,57.0,High,Cloudy
2025-03-25,9:15,Kalanki,341,40.8,Medium,Rain
2025-01-29,11:15,Maharajgunj,96,34.1,Low,Cloudy
2025-04-03,13:45,Lalitpur,49,35.5,Medium,Fog
2025-03-04,9:15,Ratnapark,50,31.2,Low,Cloudy
2025-03-04,10:00,Chabahil,54,45.3,Low,Clear
2025-02-04,10:00,Kalanki,98,33.1,Medium,Clear
2025-02-19,9:30,Bhaktapur,104,5.6,High,Cloudy
2025-03-03,10:00,Ratnapark,830,57.2,Medium,Cloudy
2025-02-27,11:15,Koteshwor,53,15.3,High,Clear
2025-03-25,10:00,Kalanki,355,31.6,Medium,Fog
2025-01-30,15:30,Ratnapark,101,36.5,Low,Cloudy
2025-03-16,10:45,Lalitpur,46,36.5,Medium,Rain
2025-05-03,15:00,Maharajgunj,755,36.6,High,Fog
2025-02-16,14:00,Koteshwor,95,49.1,Low,Clear
2025-02-23,9:15,Maharajgunj,96,33.2,Low,Rain
2025-03-01,8:15,Lalitpur,47,33.4,Medium,Clear
2025-05-04,10:45,Ratnapark,55,38.1,Medium,Rain
2025-02-19,9:15,Maharajgunj,709,37.9,Medium,Rain
2025-04-26,14:15,Bhaktapur,55,16.2,Low,Clear
2025-03-01,12:15,Ratnapark,97,34.0,Medium,Fog
2025-04-04,8:00,Kalanki,104,37.7,Low,Cloudy
2025-04-07,11:30,Lalitpur,867,33.6,Medium,Clear
2025-02-02,9:45,Ratnapark,225,35.5,Low,Cloudy
2025-01-18,8:45,Kalanki,53,37.7,Medium,Rain
2025-03-19,13:15,Kalanki,98,33.3,High,Fog
2025-03-05,9:15,Ratnapark,53,33.7,Low,Cloudy
2025-04-13,14:45,Ratnapark,55,36.0,High,Rain
2025-02-06,14:00,Lalitpur,97,27.9,Medium,Clear
2025-01-21,9:45,Chabahil,45,33.0,Low,Rain
2025-04-10,13:00,Koteshwor,818,21.6,Medium,Rain
2025-02-02,8:45,Bhaktapur,49,39.6,Medium,Rain
2025-01-24,11:15,Ratnapark,334,16.2,High,Cloudy
2025-02-25,15:30,Chabahil,104,35.3,High,Cloudy
2025-03-28,12:45,Kalanki,121,49.1,Medium,Fog
2025-03-30,10:45,Lalitpur,98,37.0,High,Rain
2025-03-14,15:45,Ratnapark,503,32.2,Low,Rain
2025-01-05,10:45,Baneshwor,46,37.6,Medium,Cloudy
2025-02-11,12:30,Koteshwor,47,38.4,Medium,Cloudy
2025-05-03,10:45,Ratnapark,49,35.8,Medium,Rain
2025-02-13,12:30,Baneshwor,98,32.9,Medium,Rain
2025-02-11,13:45,Bhaktapur,46,34.3,Medium,Cloudy
2025-01-10,14:30,Maharajgunj,356,35.9,Low,Rain
2025-05-05,12:45,Chabahil,562,35.5,High,Clear
2025-02-05,8:30,Chabahil,46,35.0,Low,Rain
2025-01-21,15:30,Lalitpur,824,4.6,High,Fog
2025-04-29,10:15,Bhaktapur,872,22.8,High,Clear
2025-03-29,13:30,Koteshwor,191,35.5,High,Clear
2025-02-03,11:30,Koteshwor,283,34.1,High,Clear
2025-04-19,12:45,Ratnapark,101,18.3,High,Cloudy
2025-03-21,11:30,Lalitpur,45,33.8,High,Rain
2025-03-24,15:45,Maharajgunj,100,38.8,Low,Cloudy
2025-04-26,8:15,Kalanki,105,37.9,Low,Fog
2025-04-12,13:15,Ratnapark,736,36.1,Low,Rain
2025-04-21,12:00,Baneshwor,95,37.7,High,Cloudy
2025-05-04,15:15,Bhaktapur,413,38.6,Low,Rain
2025-02-07,12:30,Chabahil,48,35.4,High,Fog
2025-04-06,15:45,Chabahil,104,32.0,Low,Clear
